"country","year","total_survey_children","total_male","total_female","age_range","median_age","age_iqr","vaccine","total_children_intro","prop_children_intro","total_w_data","prop_w_data","total_1ye_buff_intro","prop_1ye_buff_intro","total_2ye_buff_intro","prop_2ye_buff_intro","total_unvax1","prop_unvax1","total_vax1","prop_vax1","total_vax_date_data1","prop_vax_date1","total_unvax2","prop_unvax2","total_vax2","prop_vax2","total_vax_date_data2","prop_vax_date2"
"Ethiopia","2011","5414","2774","2640","(0, 61)","29","(14, 46)","RV-D1","0","0","3153","Inf","2005","63.59","1001","31.75","703","35.06","1302","64.94","982","75.42","381","38.06","620","61.94","457","73.71"
"Ethiopia","2011","5414","2774","2640","(0, 61)","29","(14, 46)","RV-D2","0","0","3153","Inf","2005","63.59","1001","31.75","835","41.65","1170","58.35","909","77.69","442","44.16","559","55.84","434","77.64"
"Ethiopia","2011","5414","2774","2640","(0, 61)","29","(14, 46)","RV-D3","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","BCG","6111","100","3762","61.56","2491","66.21","1214","32.27","327","13.13","2164","86.87","1483","68.53","162","13.34","1052","86.66","689","65.49"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","DTP-D1","6111","100","3716","60.81","2349","63.21","1173","31.57","444","18.9","1905","81.1","1317","69.13","215","18.33","958","81.67","632","65.97"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","DTP-D2","6111","100","3716","60.81","2349","63.21","1120","30.14","608","25.88","1741","74.12","1268","72.83","276","24.64","844","75.36","585","69.31"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","DTP-D3","6111","100","3716","60.81","2349","63.21","1120","30.14","777","33.08","1572","66.92","1190","75.7","365","32.59","755","67.41","546","72.32"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","HepB-BD","6111","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","HepB-D1","6111","100","3716","60.81","2349","63.21","1173","31.57","444","18.9","1905","81.1","1317","69.13","215","18.33","958","81.67","632","65.97"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","HepB-D2","6111","100","3716","60.81","2349","63.21","1120","30.14","608","25.88","1741","74.12","1268","72.83","276","24.64","844","75.36","585","69.31"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","HepB-D3","6111","100","3716","60.81","2349","63.21","1120","30.14","777","33.08","1572","66.92","1190","75.7","365","32.59","755","67.41","546","72.32"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","Hib-D1","6111","100","3716","60.81","2349","63.21","1173","31.57","444","18.9","1905","81.1","1317","69.13","215","18.33","958","81.67","632","65.97"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","Hib-D2","6111","100","3716","60.81","2349","63.21","1120","30.14","608","25.88","1741","74.12","1268","72.83","276","24.64","844","75.36","585","69.31"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","Hib-D3","6111","100","3716","60.81","2349","63.21","1120","30.14","777","33.08","1572","66.92","1190","75.7","365","32.59","755","67.41","546","72.32"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","IPV-D1","6111","100","3653","59.78","2299","62.93","1088","29.78","1106","48.11","1193","51.89","787","65.97","491","45.13","597","54.87","376","62.98"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","IPV-D2","6111","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","MCV-D1","6111","100","3715","60.79","2225","59.89","1022","27.51","817","36.72","1408","63.28","928","65.91","355","34.74","667","65.26","433","64.92"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","MCV-D2","6111","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","OPV-BD","6111","100","3754","61.43","2485","66.2","1213","32.31","508","20.44","1977","79.56","1401","70.86","247","20.36","966","79.64","657","68.01"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","OPV-D1","6111","100","3754","61.43","2377","63.32","1186","31.59","520","21.88","1857","78.12","1336","71.94","255","21.5","931","78.5","644","69.17"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","OPV-D2","6111","100","3754","61.43","2377","63.32","1132","30.15","712","29.95","1665","70.05","1272","76.4","334","29.51","798","70.49","590","73.93"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","OPV-D3","6111","100","3754","61.43","2377","63.32","1132","30.15","1070","45.01","1307","54.99","1161","88.83","519","45.85","613","54.15","538","87.77"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","PCV-D1","6111","100","3640","59.56","3640","100","3640","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","PCV-D2","6111","100","3640","59.56","3640","100","3640","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","PCV-D3","6111","100","3640","59.56","3640","100","3640","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","RV-D1","6111","100","3628","59.37","3628","100","3628","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","RV-D2","6111","100","3628","59.37","3628","100","3628","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"Gabon","2021","6111","3145","2966","(0, 61)","29","(14, 45)","RV-D3","6111","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","BCG","5595","100","5581","99.75","4378","78.44","3251","58.25","189","4.32","4189","95.68","3254","77.68","148","4.55","3103","95.45","2300","74.12"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","DTP-D1","5595","100","5572","99.59","4282","76.85","3146","56.46","202","4.72","4080","95.28","3255","79.78","157","4.99","2989","95.01","2263","75.71"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","DTP-D2","5595","100","5572","99.59","4282","76.85","3146","56.46","333","7.78","3949","92.22","3222","81.59","272","8.65","2874","91.35","2237","77.84"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","DTP-D3","5595","100","5572","99.59","4282","76.85","3146","56.46","701","16.37","3581","83.63","3152","88.02","578","18.37","2568","81.63","2188","85.2"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","HepB-BD","5595","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","HepB-D1","5595","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","HepB-D2","5595","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","HepB-D3","5595","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","Hib-D1","5595","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","Hib-D2","5595","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","Hib-D3","5595","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","IPV-D1","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","IPV-D2","5595","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","MCV-D1","5595","100","5574","99.62","4200","75.35","3049","54.7","372","8.86","3828","91.14","2989","78.08","247","8.1","2802","91.9","2069","73.84"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","MCV-D2","5595","100","5574","99.62","4099","73.54","2941","52.76","1938","47.28","2161","52.72","1530","70.8","1282","43.59","1659","56.41","1106","66.67"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","OPV-BD","5595","100","5590","99.91","4386","78.46","3259","58.3","1086","24.76","3300","75.24","2485","75.3","836","25.65","2423","74.35","1727","71.28"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","OPV-D1","5595","100","5588","99.87","4296","76.88","3160","56.55","195","4.54","4101","95.46","3269","79.71","150","4.75","3010","95.25","2279","75.71"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","OPV-D2","5595","100","5588","99.87","4296","76.88","3160","56.55","416","9.68","3880","90.32","3239","83.48","338","10.7","2822","89.3","2253","79.84"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","OPV-D3","5595","100","5588","99.87","4296","76.88","3160","56.55","902","21","3394","79","3140","92.52","743","23.51","2417","76.49","2186","90.44"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","PCV-D1","5595","100","5515","98.57","4231","76.72","3099","56.19","1779","42.05","2452","57.95","1745","71.17","1683","54.31","1416","45.69","805","56.85"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","PCV-D2","5595","100","5515","98.57","4231","76.72","3099","56.19","1914","45.24","2317","54.76","1705","73.59","1797","57.99","1302","42.01","772","59.29"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","PCV-D3","5595","100","5515","98.57","4231","76.72","3099","56.19","2163","51.12","2068","48.88","1618","78.24","1972","63.63","1127","36.37","732","64.95"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","RV-D1","5595","100","5504","98.37","4221","76.69","3090","56.14","1865","44.18","2356","55.82","1674","71.05","1760","56.96","1330","43.04","742","55.79"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","RV-D2","5595","100","5504","98.37","4221","76.69","3090","56.14","2011","47.64","2210","52.36","1621","73.35","1876","60.71","1214","39.29","701","57.74"
"Ghana","2014","5595","2905","2690","(0, 60)","28","(14, 44)","RV-D3","5595","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","BCG","12071","100","12070","99.99","9656","80","7248","60.05","213","2.21","9443","97.79","8144","86.24","168","2.32","7080","97.68","6005","84.82"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","DTP-D1","12071","100","12067","99.97","9439","78.22","7050","58.42","160","1.7","9279","98.3","5983","64.48","107","1.52","6943","98.48","4085","58.84"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","DTP-D2","12071","100","12057","99.88","9433","78.24","7044","58.42","341","3.61","9092","96.39","7990","87.88","205","2.91","6839","97.09","5941","86.87"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","DTP-D3","12071","100","12057","99.88","9433","78.24","7044","58.42","654","6.93","8779","93.07","7827","89.16","364","5.17","6680","94.83","5895","88.25"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","HepB-BD","12071","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","HepB-D1","12071","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","HepB-D2","12071","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","HepB-D3","12071","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","Hib-D1","12071","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","Hib-D2","12071","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","Hib-D3","12071","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","IPV-D1","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","IPV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","MCV-D1","12071","100","12069","99.98","9228","76.46","6850","56.76","788","8.54","8440","91.46","7353","87.12","272","3.97","6578","96.03","5706","86.74"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","MCV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","OPV-BD","12071","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","OPV-D1","12071","100","12069","99.98","12069","100","12069","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","OPV-D2","12071","100","12059","99.9","12059","100","12059","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","OPV-D3","12071","100","12059","99.9","9433","78.22","7043","58.4","650","6.89","8783","93.11","7797","88.77","344","4.88","6699","95.12","5895","88"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","PCV-D1","12071","100","12057","99.88","9430","78.21","7040","58.39","5873","62.28","3557","37.72","2909","81.78","5585","79.33","1455","20.67","984","67.63"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","PCV-D2","12071","100","12047","99.8","9421","78.2","7031","58.36","6365","67.56","3056","32.44","2546","83.31","5886","83.71","1145","16.29","786","68.65"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","PCV-D3","12071","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","RV-D1","12071","100","12063","99.93","9436","78.22","7046","58.41","1376","14.58","8060","85.42","7151","88.72","1242","17.63","5804","82.37","5091","87.72"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","RV-D2","12071","100","12057","99.88","9431","78.22","7041","58.4","2016","21.38","7415","78.62","6617","89.24","1695","24.07","5346","75.93","4719","88.27"
"Guatemala","2015","12071","6236","5835","(0, 60)","29","(14, 45)","RV-D3","12071","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guinea","2018","7273","3741","3532","(0, 61)","28","(13, 44)","BCG","7273","100","4222","58.05","2705","64.07","1289","30.53","763","28.21","1942","71.79","1264","65.09","372","28.86","917","71.14","551","60.09"
"Guinea","2018","7273","3741","3532","(0, 61)","28","(13, 44)","DTP-D1","7273","100","4211","57.9","2511","59.63","1118","26.55","941","37.48","1570","62.52","992","63.18","405","36.23","713","63.77","432","60.59"
"Guinea","2018","7273","3741","3532","(0, 61)","28","(13, 44)","DTP-D2","7273","100","4211","57.9","2511","59.63","1118","26.55","1289","51.33","1222","48.67","856","70.05","568","50.81","550","49.19","375","68.18"
"Guinea","2018","7273","3741","3532","(0, 61)","28","(13, 44)","DTP-D3","7273","100","4211","57.9","2511","59.63","1118","26.55","1526","60.77","985","39.23","747","75.84","677","60.55","441","39.45","325","73.7"
"Guinea","2018","7273","3741","3532","(0, 61)","28","(13, 44)","HepB-BD","7273","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Guinea","2018","7273","3741","3532","(0, 61)","28","(13, 44)","HepB-D1","7273","100","4211","57.9","2511","59.63","1118","26.55","941","37.48","1570","62.52","992","63.18","405","36.23","713","63.77","432","60.59"
"Guinea","2018","7273","3741","3532","(0, 61)","28","(13, 44)","HepB-D2","7273","100","4211","57.9","2511","59.63","1118","26.55","1289","51.33","1222","48.67","856","70.05","568","50.81","550","49.19","375","68.18"
"Guinea","2018","7273","3741","3532","(0, 61)","28","(13, 44)","HepB-D3","7273","100","4211","57.9","2511","59.63","1118","26.55","1526","60.77","985","39.23","747","75.84","677","60.55","441","39.45","325","73.7"
"Guinea","2018","7273","3741","3532","(0, 61)","28","(13, 44)","Hib-D1","7273","100","4211","57.9","2511","59.63","1118","26.55","941","37.48","1570","62.52","992","63.18","405","36.23","713","63.77","432","60.59"
