"country","year","total_survey_children","total_male","total_female","age_range","median_age","age_iqr","vaccine","total_children_intro","prop_children_intro","total_w_data","prop_w_data","total_1ye_buff_intro","prop_1ye_buff_intro","total_2ye_buff_intro","prop_2ye_buff_intro","total_unvax1","prop_unvax1","total_vax1","prop_vax1","total_vax_date_data1","prop_vax_date1","total_unvax2","prop_unvax2","total_vax2","prop_vax2","total_vax_date_data2","prop_vax_date2"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","Hib-D2","6120","100","3711","60.64","2376","64.03","1179","31.77","660","27.78","1716","72.22","1292","75.29","334","28.33","845","71.67","593","70.18"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","Hib-D3","6120","100","3711","60.64","2376","64.03","1179","31.77","1028","43.27","1348","56.73","1130","83.83","496","42.07","683","57.93","535","78.33"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","IPV-D1","6120","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","IPV-D2","6120","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","MCV-D1","6120","100","3705","60.54","2250","60.73","1060","28.61","748","33.24","1502","66.76","1074","71.5","304","28.68","756","71.32","509","67.33"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","MCV-D2","4996","81.63","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","OPV-BD","6120","100","3714","60.69","3714","100","3714","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","OPV-D1","6120","100","3714","60.69","2492","67.1","1286","34.63","399","16.01","2093","83.99","1516","72.43","210","16.33","1076","83.67","723","67.19"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","OPV-D2","6120","100","3714","60.69","2378","64.03","1180","31.77","657","27.63","1721","72.37","1325","76.99","305","25.85","875","74.15","631","72.11"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","OPV-D3","6120","100","3714","60.69","2378","64.03","1180","31.77","1054","44.32","1324","55.68","1198","90.48","530","44.92","650","55.08","581","89.38"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","PCV-D1","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","PCV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","PCV-D3","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","RV-D1","6120","100","3704","60.52","2367","63.9","1277","34.48","733","30.97","1634","69.03","1245","76.19","444","34.77","833","65.23","578","69.39"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","RV-D2","6120","100","3704","60.52","2367","63.9","1171","31.61","1043","44.06","1324","55.94","1062","80.21","560","47.82","611","52.18","444","72.67"
"Haiti","2017","6120","3068","3052","(0, 61)","29","(14, 46)","RV-D3","6120","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","BCG","10592","100","10589","99.97","8389","79.22","6112","57.72","35","0.42","8354","99.58","7021","84.04","31","0.51","6081","99.49","5016","82.49"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","DTP-D1","10592","100","10565","99.75","8177","77.4","5900","55.84","48","0.59","8129","99.41","6980","85.87","32","0.54","5868","99.46","4950","84.36"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","DTP-D2","10592","100","10497","99.1","8111","77.27","5848","55.71","114","1.41","7997","98.59","6949","86.9","70","1.2","5778","98.8","4936","85.43"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","DTP-D3","10592","100","10497","99.1","8111","77.27","5848","55.71","231","2.85","7880","97.15","6932","87.97","157","2.68","5691","97.32","4929","86.61"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","HepB-BD","10592","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","HepB-D1","10592","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","HepB-D2","10592","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","HepB-D3","10592","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","Hib-D1","10592","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","Hib-D2","10592","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","Hib-D3","10592","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","IPV-D1","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","IPV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","MCV-D1","10592","100","10557","99.67","7977","75.56","5718","54.16","200","2.51","7777","97.49","6674","85.82","115","2.01","5603","97.99","4729","84.4"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","MCV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","OPV-BD","10592","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","OPV-D1","10592","100","10578","99.87","10578","100","10578","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","OPV-D2","10592","100","10510","99.23","10510","100","10510","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","OPV-D3","10592","100","10510","99.23","8123","77.29","5856","55.72","222","2.73","7901","97.27","6950","87.96","150","2.56","5706","97.44","4942","86.61"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","PCV-D1","5907","55.77","10426","176.5","8044","77.15","5782","55.46","5911","73.48","2133","26.52","1646","77.17","5191","89.78","591","10.22","293","49.58"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","PCV-D2","5907","55.77","10379","175.71","8003","77.11","5752","55.42","6949","86.83","1054","13.17","845","80.17","5570","96.84","182","3.16","88","48.35"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","PCV-D3","5907","55.77","10379","175.71","8003","77.11","5752","55.42","7134","89.14","869","10.86","766","88.15","5641","98.07","111","1.93","63","56.76"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","RV-D1","10592","100","10473","98.88","8090","77.25","5823","55.6","3768","46.58","4322","53.42","3502","81.03","3507","60.23","2316","39.77","1727","74.57"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","RV-D2","10592","100","10381","98.01","8006","77.12","5753","55.42","4237","52.92","3769","47.08","3262","86.55","3826","66.5","1927","33.5","1585","82.25"
"Honduras","2012","10592","5498","5094","(0, 60)","28","(14, 44)","RV-D3","10592","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","BCG","224218","100","132335","59.02","89338","67.51","45872","34.66","4999","5.6","84339","94.4","72003","85.37","2749","5.99","43123","94.01","36090","83.69"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","DTP-D1","224218","100","132179","58.95","85380","64.59","43385","32.82","5828","6.83","79552","93.17","57398","72.15","3054","7.04","40331","92.96","26776","66.39"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","DTP-D2","224218","100","132068","58.9","85311","64.6","42042","31.83","7696","9.02","77615","90.98","65485","84.37","3831","9.11","38211","90.89","31531","82.52"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","DTP-D3","224218","100","132068","58.9","85311","64.6","42042","31.83","10438","12.24","74873","87.76","63697","85.07","5050","12.01","36992","87.99","30805","83.27"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","HepB-BD","224218","100","131240","58.53","88498","67.43","45405","34.6","28602","32.32","59896","67.68","49390","82.46","14994","33.02","30411","66.98","24566","80.78"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","HepB-D1","224218","100","131772","58.77","85097","64.58","43224","32.8","8101","9.52","76996","90.48","64565","83.86","4394","10.17","38830","89.83","31836","81.99"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","HepB-D2","224218","100","131772","58.77","85097","64.58","41919","31.81","10058","11.82","75039","88.18","63384","84.47","5160","12.31","36759","87.69","30325","82.5"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","HepB-D3","224218","100","131772","58.77","85097","64.58","41919","31.81","12768","15","72329","85","61647","85.23","6353","15.16","35566","84.84","29619","83.28"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","Hib-D1","224218","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","Hib-D2","224218","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","Hib-D3","224218","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","IPV-D1","224218","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","IPV-D2","224218","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","MCV-D1","224218","100","103381","46.11","68546","66.3","32606","31.54","9186","13.4","59360","86.6","49393","83.21","4315","13.23","28291","86.77","23013","81.34"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","MCV-D2","224218","100","131525","58.66","77144","58.65","34284","26.07","39158","50.76","37986","49.24","31410","82.69","14287","41.67","19997","58.33","16403","82.03"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","OPV-BD","224218","100","132302","59.01","89317","67.51","45866","34.67","14680","16.44","74637","83.56","62373","83.57","7804","17.01","38062","82.99","31196","81.96"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","OPV-D1","224218","100","132302","59.01","85478","64.61","43446","32.84","7643","8.94","77835","91.06","66659","85.64","4068","9.36","39378","90.64","33066","83.97"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","OPV-D2","224218","100","132302","59.01","85478","64.61","42138","31.85","10337","12.09","75141","87.91","65477","87.14","5194","12.33","36944","87.67","31525","85.33"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","OPV-D3","224218","100","132302","59.01","85478","64.61","42138","31.85","16070","18.8","69408","81.2","63318","91.23","8080","19.18","34058","80.82","30639","89.96"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","PCV-D1","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","PCV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","PCV-D3","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","RV-D1","121514","54.19","131013","107.82","84495","64.49","42896","32.74","48973","57.96","35522","42.04","28435","80.05","26126","60.91","16770","39.09","12723","75.87"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","RV-D2","121514","54.19","131013","107.82","84495","64.49","41595","31.75","51210","60.61","33285","39.39","27010","81.15","26735","64.27","14860","35.73","11383","76.6"
"India","2021","224218","115825","108393","(0, 61)","30","(15, 46)","RV-D3","121514","54.19","131013","107.82","84495","64.49","41595","31.75","53631","63.47","30864","36.53","25579","82.88","27898","67.07","13697","32.93","10735","78.37"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","BCG","17304","100","10296","59.5","6919","67.2","3394","32.96","688","9.94","6231","90.06","2935","47.1","332","9.78","3062","90.22","1204","39.32"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","DTP-D1","17304","100","10248","59.22","6603","64.43","3101","30.26","742","11.24","5861","88.76","2775","47.35","321","10.35","2780","89.65","1099","39.53"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","DTP-D2","17304","100","10242","59.19","6597","64.41","3098","30.25","1069","16.2","5528","83.8","2701","48.86","481","15.53","2617","84.47","1072","40.96"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","DTP-D3","17304","100","10242","59.19","6597","64.41","3098","30.25","1525","23.12","5072","76.88","2589","51.04","682","22.01","2416","77.99","1037","42.92"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","HepB-BD","17304","100","10257","59.28","6887","67.14","3376","32.91","1098","15.94","5789","84.06","2442","42.18","525","15.55","2851","84.45","994","34.86"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","HepB-D1","17304","100","10248","59.22","6603","64.43","3101","30.26","742","11.24","5861","88.76","2775","47.35","321","10.35","2780","89.65","1099","39.53"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","HepB-D2","17304","100","10242","59.19","6597","64.41","3098","30.25","1069","16.2","5528","83.8","2701","48.86","481","15.53","2617","84.47","1072","40.96"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","HepB-D3","17304","100","10242","59.19","6597","64.41","3098","30.25","1525","23.12","5072","76.88","2589","51.04","682","22.01","2416","77.99","1037","42.92"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","Hib-D1","17304","100","10248","59.22","6603","64.43","3101","30.26","742","11.24","5861","88.76","2775","47.35","321","10.35","2780","89.65","1099","39.53"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","Hib-D2","17304","100","10242","59.19","6597","64.41","3098","30.25","1069","16.2","5528","83.8","2701","48.86","481","15.53","2617","84.47","1072","40.96"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","Hib-D3","17304","100","10242","59.19","6597","64.41","3098","30.25","1525","23.12","5072","76.88","2589","51.04","682","22.01","2416","77.99","1037","42.92"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","IPV-D1","17304","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","IPV-D2","17304","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","MCV-D1","17304","100","10267","59.33","6335","61.7","2811","27.38","1129","17.82","5206","82.18","2335","44.85","420","14.94","2391","85.06","903","37.77"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","MCV-D2","17304","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","OPV-BD","17304","100","10297","59.51","10297","100","10297","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","OPV-D1","17304","100","10291","59.47","6916","67.2","3390","32.94","783","11.32","6133","88.68","2892","47.15","362","10.68","3028","89.32","1193","39.4"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","OPV-D2","17304","100","10285","59.44","6624","64.4","3114","30.28","1136","17.15","5488","82.85","2670","48.65","506","16.25","2608","83.75","1062","40.72"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","OPV-D3","17304","100","10285","59.44","6624","64.4","3114","30.28","1781","26.89","4843","73.11","2501","51.64","796","25.56","2318","74.44","1013","43.7"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","PCV-D1","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","PCV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","PCV-D3","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","RV-D1","17304","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","RV-D2","17304","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Indonesia","2017","17304","8885","8419","(0, 60)","29","(15, 46)","RV-D3","17304","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","BCG","10475","100","6288","60.03","4090","65.04","2133","33.92","322","7.87","3768","92.13","2859","75.88","180","8.44","1953","91.56","1395","71.43"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","DTP-D1","10475","100","6278","59.93","3928","62.57","1977","31.49","303","7.71","3625","92.29","2740","75.59","163","8.24","1814","91.76","1306","72"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","DTP-D2","10475","100","6278","59.93","3928","62.57","1977","31.49","377","9.6","3551","90.4","2722","76.65","207","10.47","1770","89.53","1300","73.45"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","DTP-D3","10475","100","6278","59.93","3928","62.57","1977","31.49","434","11.05","3494","88.95","2685","76.85","234","11.84","1743","88.16","1283","73.61"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","HepB-BD","10475","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","HepB-D1","10475","100","6279","59.94","3930","62.59","1980","31.53","310","7.89","3620","92.11","2736","75.58","167","8.43","1813","91.57","1303","71.87"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","HepB-D2","10475","100","6279","59.94","3930","62.59","1980","31.53","384","9.77","3546","90.23","2719","76.68","212","10.71","1768","89.29","1297","73.36"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","HepB-D3","10475","100","6279","59.94","3930","62.59","1980","31.53","441","11.22","3489","88.78","2683","76.9","239","12.07","1741","87.93","1283","73.69"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","Hib-D1","10475","100","6278","59.93","3928","62.57","1977","31.49","303","7.71","3625","92.29","2740","75.59","163","8.24","1814","91.76","1306","72"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","Hib-D2","10475","100","6278","59.93","3928","62.57","1977","31.49","377","9.6","3551","90.4","2722","76.65","207","10.47","1770","89.53","1300","73.45"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","Hib-D3","10475","100","6278","59.93","3928","62.57","1977","31.49","434","11.05","3494","88.95","2685","76.85","234","11.84","1743","88.16","1283","73.61"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","IPV-D1","10475","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","IPV-D2","10475","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","MCV-D1","10475","100","6275","59.9","3772","60.11","1798","28.65","506","13.41","3266","86.59","2417","74","189","10.51","1609","89.49","1126","69.98"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","MCV-D2","10475","100","6275","59.9","3617","57.64","1611","25.67","1169","32.32","2448","67.68","1809","73.9","279","17.32","1332","82.68","965","72.45"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","OPV-BD","10475","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","OPV-D1","10475","100","6288","60.03","3935","62.58","1983","31.54","356","9.05","3579","90.95","2658","74.27","185","9.33","1798","90.67","1267","70.47"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","OPV-D2","10475","100","6288","60.03","3935","62.58","1983","31.54","430","10.93","3505","89.07","2682","76.52","234","11.8","1749","88.2","1279","73.13"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","OPV-D3","10475","100","6288","60.03","3781","60.13","1802","28.66","550","14.55","3231","85.45","2417","74.81","256","14.21","1546","85.79","1096","70.89"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","PCV-D1","10475","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Jordan","2018","10475","5324","5151","(0, 61)","29","(14, 47)","PCV-D2","10475","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
