"country","birth_cohort","total_survey_children","total_male","total_female","age_range","median_age","age_iqr","vaccine","total_countries","no_countries_intro","prop_countries_intro","no_countries_notvax","prop_countries_notvax","coun_w_data","prop_coun_w_data","total_children_intro","prop_children_intro","total_w_data","prop_w_data","total_1ye_buff_intro","prop_1ye_buff_intro","total_2ye_buff_intro","prop_2ye_buff_intro","total_unvax1","prop_unvax1","total_vax1","prop_vax1","total_vax_date_data1","prop_vax_date1","total_unvax2","prop_unvax2","total_vax2","prop_vax2","total_vax_date_data2","prop_vax_date2"
"All","2008","11587","5910","5677","(31, 60)","47","(42, 52)","RV-D3","12","5","42","8","67","1","20","5255","45.35","301","5.73","301","100","301","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"All","2009","21450","10819","10631","(19, 60)","45","(34, 54)","RV-D3","17","7","41","9","53","1","14","10284","47.94","815","7.92","815","100","815","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"All","2010","31431","15927","15504","(7, 61)","41","(25, 50)","RV-D3","21","11","52","9","43","1","9","18996","60.44","849","4.47","849","100","849","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"All","2011","41575","21153","20422","(0, 61)","34","(19, 49)","RV-D3","28","14","50","12","43","1","7","27645","66.49","849","3.07","849","100","849","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"All","2012","44962","22560","22402","(0, 61)","33","(18, 47)","RV-D3","33","16","48","13","39","1","6","31486","70.03","894","2.84","894","100","894","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"All","2013","54156","27325","26831","(0, 61)","32","(14, 49)","RV-D3","33","17","52","11","33","2","12","37074","68.46","1423","3.84","1423","100","1423","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"All","2014","62297","31811","30486","(0, 61)","38","(19, 51)","RV-D3","38","21","55","11","29","2","10","39493","63.39","3046","7.71","3046","100","3046","100","95","3.12","66","2.17","35","53.03","95","3.12","66","2.17","35","53.03"
"All","2015","86955","44131","42824","(0, 61)","43","(25, 52)","RV-D3","33","21","64","8","24","3","14","48811","56.13","5340","10.94","5340","100","5101","95.52","436","8.16","1951","36.54","1381","70.78","398","7.8","1750","34.31","1238","70.74"
"All","2016","91688","47174","44514","(0, 61)","38","(23, 46)","RV-D3","34","22","65","8","24","6","27","56667","61.8","12001","21.18","11734","97.78","9545","79.54","5949","50.7","3157","26.9","2079","65.85","5568","58.33","1349","14.13","690","51.15"
"All","2017","95255","48702","46553","(0, 61)","29","(18, 42)","RV-D3","29","19","66","5","17","5","26","61090","64.13","34964","57.23","32333","92.48","24523","70.14","23367","72.27","6833","21.13","4857","71.08","17281","70.47","5109","20.83","3667","71.78"
"All","2018","82221","42015","40206","(0, 55)","20","(13, 33)","RV-D3","24","16","67","5","21","7","44","54102","65.8","46254","85.49","37959","82.07","16141","34.9","21389","56.35","14030","36.96","11667","83.16","5801","35.94","7800","48.32","6503","83.37"
"All","2019","63352","32618","30734","(-1, 43)","12","(5, 24)","RV-D3","16","13","81","3","19","5","38","47383","74.79","43702","92.23","20390","46.66","6416","14.68","5053","24.78","11669","57.23","10336","88.58","757","11.8","1991","31.03","1660","83.38"
"All","2020","33035","16953","16082","(-1, 31)","11","(6, 17)","RV-D3","13","10","77","2","15","4","40","30997","93.83","19741","63.69","4848","24.56","1989","10.08","664","13.7","2195","45.28","1981","90.25","0","0","0","0","0","NaN"
"All","2021","15322","7750","7572","(0, 19)","6","(2, 9)","RV-D3","10","7","70","2","20","3","43","13611","88.83","5104","37.5","1898","37.19","1898","37.19","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"All","2022","1791","924","867","(0, 6)","2","(1, 3)","RV-D3","2","2","100","1","50","0","0","1791","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
